date,product,quantity_sold,price,customer_age,customer_segment,season,revenue
2023-01-02,Product_18,8,277.88430905388594,19,Budget,Winter,2223.0744724310875
2023-01-02,Product_19,15,314.21491881859794,62,Budget,Spring,4713.223782278969
2023-01-02,Product_20,9,299.1710431055484,55,Premium,Winter,2692.5393879499356
2023-01-03,Product_1,7,327.0972458876871,64,Budget,Fall,2289.6807212138096
2023-01-03,Product_2,8,276.50807683832284,21,Premium,Fall,2212.0646147065827
2023-01-03,Product_3,13,182.21311119500416,64,Premium,Winter,2368.770445535054
2023-01-03,Product_4,15,93.06697377232175,29,Premium,Fall,1396.0046065848262
2023-01-03,Product_5,8,143.77073476489417,51,Mid-Range,Fall,1150.1658781191534
2023-01-03,Product_6,7,383.11480120458987,54,Premium,Summer,2681.8036084321293
2023-01-03,Product_7,9,158.4785833843892,61,Mid-Range,Winter,1426.3072504595027
2023-01-03,Product_8,6,423.3696510324784,58,Mid-Range,Spring,2540.21790619487
2023-01-03,Product_9,16,231.56976515203644,47,Mid-Range,Fall,3705.116242432583
2023-01-03,Product_10,10,236.51413470415613,38,Premium,Spring,2365.1413470415614
2023-01-03,Product_11,18,440.82443353186915,45,Budget,Spring,7934.8398035736445
2023-01-03,Product_12,10,146.42997272437768,59,Mid-Range,Fall,1464.2997272437767
2023-01-03,Product_13,8,135.3286565149242,22,Mid-Range,Winter,1082.6292521193936
2023-01-03,Product_14,11,493.43288248752424,50,Budget,Spring,5427.761707362766
2023-01-03,Product_15,3,293.27199811613104,51,Mid-Range,Fall,879.8159943483931
2023-01-03,Product_16,15,135.73431682594526,49,Mid-Range,Summer,2036.0147523891787
2023-01-03,Product_17,6,124.61217352017687,44,Mid-Range,Fall,747.6730411210613
2023-01-03,Product_18,7,437.74923619670267,20,Premium,Winter,3064.244653376919
2023-01-03,Product_19,9,319.9306852118621,57,Mid-Range,Summer,2879.376166906759
2023-01-03,Product_20,11,101.76721442679468,61,Budget,Winter,1119.4393586947415
2023-01-04,Product_1,8,449.10863985031705,59,Budget,Winter,3592.8691188025364
2023-01-04,Product_2,12,249.75725255627938,61,Mid-Range,Summer,2997.0870306753527
2023-01-04,Product_3,10,495.21077245867616,21,Premium,Winter,4952.107724586762
2023-01-04,Product_4,11,176.79214745864945,53,Mid-Range,Fall,1944.713622045144
2023-01-04,Product_5,12,287.9677541516927,53,Budget,Summer,3455.6130498203124
2023-01-04,Product_6,16,127.89512632968383,58,Budget,Spring,2046.3220212749413
2023-01-04,Product_7,8,247.86769041049493,20,Budget,Fall,1982.9415232839594
2023-01-04,Product_8,7,129.44189705420098,18,Premium,Summer,906.0932793794068
2023-01-04,Product_9,13,188.25398893351922,56,Mid-Range,Winter,2447.30185613575
2023-01-04,Product_10,10,171.4395820189859,57,Mid-Range,Spring,1714.395820189859
2023-01-04,Product_11,15,177.39226951573642,56,Premium,Fall,2660.8840427360465
2023-01-04,Product_12,8,486.4218401260991,44,Mid-Range,Fall,3891.3747210087927
2023-01-04,Product_13,11,67.3009186046824,61,Mid-Range,Fall,740.3101046515063
2023-01-04,Product_14,11,273.5876864180343,20,Budget,Winter,3009.464550598377
2023-01-04,Product_15,5,333.16061191894767,53,Mid-Range,Winter,1665.8030595947384
2023-01-04,Product_16,10,347.34261849980226,54,Mid-Range,Fall,3473.4261849980226
2023-01-04,Product_17,11,389.54555965984326,47,Budget,Summer,4285.001156258276
2023-01-04,Product_18,12,392.4344337018707,18,Mid-Range,Spring,4709.213204422449
2023-01-04,Product_19,8,479.9763420961821,27,Mid-Range,Spring,3839.810736769457
2023-01-04,Product_20,11,390.05057957166935,20,Mid-Range,Fall,4290.556375288363
2023-01-05,Product_1,11,420.6601621279227,55,Premium,Summer,4627.26178340715
2023-01-05,Product_2,5,289.5419368636792,20,Premium,Spring,1447.709684318396
2023-01-05,Product_3,8,345.95300472049576,54,Premium,Winter,2767.624037763966
2023-01-05,Product_4,13,265.15594257223745,51,Budget,Fall,3447.027253439087
2023-01-05,Product_5,11,174.3876710619951,37,Budget,Fall,1918.264381681946
2023-01-05,Product_6,7,191.02238613323,28,Mid-Range,Winter,1337.15670293261
2023-01-05,Product_7,8,212.23973450533416,36,Premium,Spring,1697.9178760426732
2023-01-05,Product_8,11,203.28950654849447,44,Budget,Fall,2236.184572033439
2023-01-05,Product_9,15,289.92247816410907,41,Mid-Range,Spring,4348.837172461636
2023-01-05,Product_10,8,161.43427638797095,23,Mid-Range,Fall,1291.4742111037676
2023-01-05,Product_11,14,282.48895108928934,18,Budget,Summer,3954.8453152500506
2023-01-05,Product_12,6,462.30859002237014,36,Mid-Range,Summer,2773.851540134221
2023-01-05,Product_13,16,232.6837229879175,27,Premium,Winter,3722.93956780668
2023-01-05,Product_14,11,150.19072900768822,61,Mid-Range,Winter,1652.0980190845703
2023-01-05,Product_15,6,206.08515303645646,49,Budget,Winter,1236.5109182187389
2023-01-05,Product_16,14,444.59928252697534,54,Premium,Summer,6224.389955377655
2023-01-05,Product_17,12,473.7640655392272,53,Premium,Summer,5685.168786470726
2023-01-05,Product_18,9,449.0091019257776,19,Premium,Spring,4041.0819173319983
2023-01-05,Product_19,10,179.30642510958052,54,Budget,Fall,1793.064251095805
2023-01-05,Product_20,13,224.5304811520582,31,Budget,Summer,2918.8962549767566
2023-01-06,Product_1,15,488.7202210401988,63,Mid-Range,Winter,7330.8033156029815
2023-01-06,Product_2,9,195.73353980045454,30,Mid-Range,Winter,1761.6018582040908
2023-01-06,Product_3,11,112.03694806763309,34,Mid-Range,Summer,1232.406428743964
2023-01-06,Product_4,10,176.94239193998075,44,Mid-Range,Fall,1769.4239193998076
2023-01-06,Product_5,8,483.7898864479714,46,Budget,Winter,3870.3190915837713
2023-01-06,Product_6,1,237.1439527177913,30,Mid-Range,Spring,237.1439527177913
2023-01-06,Product_7,13,470.2468729685022,42,Budget,Winter,6113.209348590529
2023-01-06,Product_8,6,96.83699649419704,41,Mid-Range,Fall,581.0219789651823
2023-01-06,Product_9,13,394.7250074961954,53,Premium,Spring,5131.42509745054
2023-01-06,Product_10,11,92.00452877651807,40,Mid-Range,Winter,1012.0498165416988
2023-01-06,Product_11,10,138.87307611332844,43,Mid-Range,Summer,1388.7307611332844
2023-01-06,Product_12,10,327.2460086053022,53,Budget,Fall,3272.460086053022
2023-01-06,Product_13,13,245.51517285470229,23,Mid-Range,Spring,3191.69724711113
2023-01-06,Product_14,9,350.0034137797249,33,Budget,Spring,3150.030724017524
2023-01-06,Product_15,9,488.0328314210013,27,Budget,Summer,4392.295482789012
2023-01-06,Product_16,6,73.72117702557168,56,Mid-Range,Spring,442.32706215343006
2023-01-06,Product_17,10,136.23200237951656,44,Budget,Winter,1362.3200237951655
2023-01-06,Product_18,12,338.10076514253757,19,Mid-Range,Spring,4057.209181710451
2023-01-06,Product_19,17,453.4369025856791,27,Budget,Spring,7708.427343956545
2023-01-06,Product_20,10,408.941559519732,25,Budget,Winter,4089.41559519732
2023-01-07,Product_1,9,259.51211849753014,26,Premium,Spring,2335.609066477771
2023-01-07,Product_2,9,385.4636037879969,30,Premium,Spring,3469.172434091972
2023-01-07,Product_3,3,143.64390246491442,25,Budget,Summer,430.9317073947433
2023-01-07,Product_4,10,56.178766208431306,44,Budget,Winter,561.7876620843131
2023-01-07,Product_5,10,306.5074926464367,63,Budget,Spring,3065.074926464367
2023-01-07,Product_6,6,415.9601019467253,59,Budget,Spring,2495.7606116803518
2023-01-07,Product_7,9,245.04959272114664,38,Mid-Range,Winter,2205.4463344903197
2023-01-07,Product_8,11,306.1619467019392,58,Mid-Range,Summer,3367.7814137213313
2023-01-07,Product_9,9,239.98153758820686,51,Mid-Range,Spring,2159.833838293862
2023-01-07,Product_10,10,281.31705494241544,46,Premium,Summer,2813.170549424154
2023-01-07,Product_11,11,447.95581870321257,47,Mid-Range,Winter,4927.514005735338
2023-01-07,Product_12,16,265.1630491862255,61,Budget,Fall,4242.608786979608
2023-01-07,Product_13,9,53.36401391085637,33,Premium,Winter,480.27612519770736
2023-01-07,Product_14,10,409.93188905171786,18,Budget,Fall,4099.318890517178
2023-01-07,Product_15,16,327.9728036311277,62,Mid-Range,Fall,5247.564858098043
2023-01-07,Product_16,7,378.677001621018,64,Premium,Winter,2650.739011347126
2023-01-07,Product_17,5,455.4892428532896,46,Budget,Summer,2277.446214266448
2023-01-07,Product_18,5,178.79640630371182,59,Budget,Fall,893.9820315185591
2023-01-07,Product_19,4,276.38146457013454,47,Budget,Summer,1105.5258582805382
2023-01-07,Product_20,14,321.1175972056454,39,Mid-Range,Spring,4495.6463608790355
2023-01-08,Product_1,13,205.42602402305698,32,Mid-Range,Fall,2670.538312299741
2023-01-08,Product_2,8,430.7302185592194,37,Budget,Summer,3445.841748473755
2023-01-08,Product_3,12,363.9047809549362,55,Mid-Range,Winter,4366.857371459235
2023-01-08,Product_4,9,380.03341271587306,40,Budget,Winter,3420.3007144428575
2023-01-08,Product_5,14,413.60327076946675,48,Budget,Winter,5790.445790772535
2023-01-08,Product_6,12,166.1378815902125,34,Mid-Range,Spring,1993.6545790825498
2023-01-08,Product_7,10,385.5388053492399,52,Budget,Fall,3855.388053492399
2023-01-08,Product_8,9,398.21308679763524,19,Budget,Winter,3583.917781178717
2023-01-08,Product_9,15,429.07664599296515,64,Budget,Spring,6436.149689894477
2023-01-08,Product_10,17,269.842023725761,48,Budget,Winter,4587.314403337938
2023-01-08,Product_11,11,276.8853269721868,43,Budget,Spring,3045.738596694055
2023-01-08,Product_12,8,94.18019904552673,48,Budget,Spring,753.4415923642139
2023-01-08,Product_13,5,433.45443146820344,25,Premium,Summer,2167.272157341017
2023-01-08,Product_14,9,290.0696849206993,33,Premium,Winter,2610.6271642862935
2023-01-08,Product_15,8,317.4956247398983,29,Budget,Spring,2539.9649979191863
2023-01-08,Product_16,6,104.64829541875515,36,Budget,Spring,627.889772512531
2023-01-08,Product_17,11,320.8201393578507,61,Budget,Winter,3529.0215329363573
2023-01-08,Product_18,5,68.89475754279766,30,Mid-Range,Winter,344.4737877139883
2023-01-08,Product_19,12,465.44394498829274,18,Mid-Range,Winter,5585.327339859513
2023-01-08,Product_20,9,438.5918624011687,30,Premium,Fall,3947.3267616105186
2023-01-09,Product_1,9,137.4428406340511,21,Premium,Winter,1236.98556570646
2023-01-09,Product_2,13,317.21029972548433,62,Premium,Summer,4123.733896431297
2023-01-09,Product_3,9,321.2146042262885,48,Mid-Range,Summer,2890.9314380365963
2023-01-09,Product_4,5,411.54458661588774,25,Premium,Spring,2057.722933079439
2023-01-09,Product_5,3,390.61416323853706,44,Budget,Fall,1171.8424897156112
2023-01-09,Product_6,12,496.95944700956863,25,Premium,Spring,5963.513364114824
2023-01-09,Product_7,18,207.8783047105552,41,Premium,Winter,3741.809484789994
2023-01-09,Product_8,8,106.0846033179771,39,Budget,Fall,848.6768265438168
2023-01-09,Product_9,11,308.0622739782786,57,Budget,Summer,3388.6850137610645
2023-01-09,Product_10,9,393.7962533300218,46,Premium,Summer,3544.1662799701962
2023-01-09,Product_11,3,178.60700853753818,26,Mid-Range,Summer,535.8210256126146
2023-01-09,Product_12,10,156.292865086095,34,Premium,Spring,1562.9286508609498
2023-01-09,Product_13,8,411.1045678758578,18,Mid-Range,Fall,3288.8365430068625
2023-01-09,Product_14,10,389.17503127635024,61,Mid-Range,Summer,3891.7503127635023
2023-01-09,Product_15,11,141.52638548173397,49,Budget,Fall,1556.7902402990737
2023-01-09,Product_16,12,441.1717717978994,37,Mid-Range,Spring,5294.061261574792
2023-01-09,Product_17,8,110.6282377666216,18,Premium,Winter,885.0259021329728
2023-01-09,Product_18,12,99.15792137230675,42,Mid-Range,Spring,1189.895056467681
2023-01-09,Product_19,11,207.99825640632437,58,Mid-Range,Summer,2287.9808204695682
2023-01-09,Product_20,3,448.93966683138507,44,Premium,Winter,1346.8190004941553
2023-01-10,Product_1,9,362.9480758966446,40,Budget,Fall,3266.5326830698014
2023-01-10,Product_2,11,227.62336214805566,35,Mid-Range,Fall,2503.8569836286124
2023-01-10,Product_3,14,120.76291555334248,48,Premium,Spring,1690.6808177467947
2023-01-10,Product_4,9,371.06443072519,45,Mid-Range,Summer,3339.57987652671
2023-01-10,Product_5,14,319.6162487697407,59,Mid-Range,Spring,4474.62748277637
2023-01-10,Product_6,9,494.4573099811089,38,Mid-Range,Spring,4450.11578982998
2023-01-10,Product_7,17,394.5017578165452,29,Mid-Range,Winter,6706.529882881268
2023-01-10,Product_8,7,95.95578038381213,54,Premium,Summer,671.6904626866849
2023-01-10,Product_9,11,377.696776734784,41,Mid-Range,Fall,4154.664544082624
2023-01-10,Product_10,10,165.8511704824026,56,Premium,Spring,1658.511704824026
2023-01-10,Product_11,10,482.853064538938,50,Budget,Winter,4828.53064538938
2023-01-10,Product_12,10,58.67312786339484,34,Budget,Summer,586.7312786339484
2023-01-10,Product_13,14,157.257765643084,50,Budget,Winter,2201.6087190031762
2023-01-10,Product_14,6,274.5492694303212,33,Premium,Spring,1647.2956165819273
2023-01-10,Product_15,13,85.58078020423675,44,Premium,Fall,1112.5501426550777
2023-01-10,Product_16,12,204.8282754548893,58,Premium,Winter,2457.9393054586717
2023-01-10,Product_17,6,273.7557379453656,45,Budget,Spring,1642.5344276721935
2023-01-10,Product_18,8,251.1199637180154,53,Mid-Range,Fall,2008.9597097441233
2023-01-10,Product_19,9,257.2633512803303,24,Premium,Summer,2315.370161522973
2023-01-10,Product_20,15,445.56037337270925,51,Budget,Summer,6683.405600590639
2023-01-11,Product_1,10,277.38089310439307,63,Premium,Summer,2773.808931043931
2023-01-11,Product_2,9,473.47108287165366,18,Premium,Summer,4261.239745844883
2023-01-11,Product_3,10,116.47925634383543,21,Budget,Fall,1164.7925634383544
2023-01-11,Product_4,10,176.11523937771545,43,Premium,Summer,1761.1523937771544
2023-01-11,Product_5,11,345.4320988372702,37,Premium,Winter,3799.753087209972
2023-01-11,Product_6,4,177.40516185602667,30,Premium,Summer,709.6206474241067
2023-01-11,Product_7,6,206.2742312363232,52,Budget,Winter,1237.6453874179392
2023-01-11,Product_8,6,455.462689103416,27,Budget,Summer,2732.776134620496
2023-01-11,Product_9,7,292.35162866226494,25,Premium,Winter,2046.4614006358547
2023-01-11,Product_10,15,200.5973401816927,35,Budget,Spring,3008.9601027253902
2023-01-11,Product_11,12,399.52030005091075,34,Premium,Spring,4794.243600610929
2023-01-11,Product_12,7,81.79913932259146,22,Premium,Summer,572.5939752581402
2023-01-11,Product_13,6,303.6481745927956,47,Premium,Spring,1821.8890475567737
2023-01-11,Product_14,6,94.85137496595755,48,Premium,Summer,569.1082497957452
2023-01-11,Product_15,6,129.5828609222147,56,Mid-Range,Winter,777.4971655332882
2023-01-11,Product_16,7,78.1004544302765,41,Mid-Range,Spring,546.7031810119355
2023-01-11,Product_17,10,455.7573629522602,34,Premium,Fall,4557.5736295226025
2023-01-11,Product_18,11,71.69200644552643,51,Premium,Winter,788.6120709007907
2023-01-11,Product_19,4,282.38740157308416,60,Budget,Fall,1129.5496062923366
2023-01-11,Product_20,7,151.2398308928445,52,Premium,Spring,1058.6788162499115
2023-01-12,Product_1,9,222.61488516375243,32,Budget,Spring,2003.533966473772
2023-01-12,Product_2,11,272.14528310592374,28,Mid-Range,Fall,2993.598114165161
2023-01-12,Product_3,10,252.52706357769887,51,Mid-Range,Summer,2525.2706357769885
2023-01-12,Product_4,10,386.6392354422973,25,Budget,Spring,3866.3923544229733
2023-01-12,Product_5,5,460.34749681525665,32,Premium,Summer,2301.737484076283
2023-01-12,Product_6,10,185.12249633811447,53,Budget,Winter,1851.2249633811448
2023-01-12,Product_7,8,61.04322372022649,54,Mid-Range,Winter,488.34578976181194
2023-01-12,Product_8,7,452.27544608292465,40,Premium,Fall,3165.9281225804725
2023-01-12,Product_9,6,490.4528295647274,56,Premium,Summer,2942.7169773883643
2023-01-12,Product_10,11,245.00802846778905,43,Premium,Winter,2695.0883131456794
2023-01-12,Product_11,13,255.10499480715256,51,Mid-Range,Fall,3316.3649324929834
2023-01-12,Product_12,5,114.87024971882374,28,Premium,Summer,574.3512485941187
2023-01-12,Product_13,11,263.9855525431933,29,Mid-Range,Spring,2903.8410779751266
2023-01-12,Product_14,9,186.50715619143824,25,Mid-Range,Winter,1678.5644057229442
2023-01-12,Product_15,8,497.47103039126125,63,Mid-Range,Summer,3979.76824313009
2023-01-12,Product_16,11,133.18158389298975,25,Budget,Summer,1464.9974228228873
2023-01-12,Product_17,11,220.3640294056061,58,Mid-Range,Spring,2424.004323461667
2023-01-12,Product_18,5,327.42589189937166,22,Mid-Range,Fall,1637.1294594968583
2023-01-12,Product_19,7,205.30559832007933,62,Budget,Winter,1437.1391882405553
2023-01-12,Product_20,7,263.4905925734123,27,Premium,Fall,1844.434148013886
2023-01-13,Product_1,5,488.06763495839436,20,Budget,Spring,2440.338174791972
2023-01-13,Product_2,13,278.63211922285916,60,Premium,Winter,3622.217549897169
2023-01-13,Product_3,6,459.64419731321794,54,Budget,Fall,2757.8651838793076
2023-01-13,Product_4,16,69.38729093537574,39,Premium,Fall,1110.196654966012
2023-01-13,Product_5,11,103.9182547558261,42,Budget,Winter,1143.100802314087
2023-01-13,Product_6,13,475.03021763890274,21,Budget,Spring,6175.392829305736
2023-01-13,Product_7,8,107.92900025964266,54,Mid-Range,Summer,863.4320020771413
2023-01-13,Product_8,10,381.448037925967,25,Premium,Fall,3814.4803792596704
2023-01-13,Product_9,8,250.70162186846724,47,Budget,Spring,2005.612974947738
2023-01-13,Product_10,6,233.0367481399799,26,Budget,Fall,1398.2204888398794
2023-01-13,Product_11,10,346.64911892423544,32,Premium,Spring,3466.4911892423543
2023-01-13,Product_12,8,377.4203713664725,18,Budget,Summer,3019.36297093178
2023-01-13,Product_13,8,469.38617612856774,61,Budget,Winter,3755.089409028542
2023-01-13,Product_14,7,165.5984699938375,30,Mid-Range,Winter,1159.1892899568625
2023-01-13,Product_15,13,364.1361699476374,21,Mid-Range,Spring,4733.770209319287
2023-01-13,Product_16,10,204.02861795269598,33,Premium,Spring,2040.2861795269598
2023-01-13,Product_17,6,372.92438519733986,61,Premium,Summer,2237.546311184039
2023-01-13,Product_18,16,113.95225666416971,64,Mid-Range,Spring,1823.2361066267154
2023-01-13,Product_19,6,255.89414737873824,18,Budget,Spring,1535.3648842724294
2023-01-13,Product_20,7,132.63337745434558,31,Budget,Winter,928.433642180419
2023-01-14,Product_1,12,201.40080339770475,44,Mid-Range,Spring,2416.809640772457
2023-01-14,Product_2,9,372.0332333581124,43,Budget,Fall,3348.2991002230115
2023-01-14,Product_3,9,155.00743226418447,64,Premium,Winter,1395.0668903776602
2023-01-14,Product_4,9,358.1977567176445,49,Mid-Range,Spring,3223.7798104588005
2023-01-14,Product_5,10,273.1730873213691,57,Budget,Fall,2731.730873213691
2023-01-14,Product_6,12,91.41645067547589,19,Budget,Summer,1096.9974081057107
2023-01-14,Product_7,9,224.0126083472603,33,Premium,Spring,2016.1134751253428
2023-01-14,Product_8,15,441.14279133211323,45,Premium,Spring,6617.141869981699
2023-01-14,Product_9,11,495.18090408035624,43,Premium,Summer,5446.989944883919
2023-01-14,Product_10,6,216.01449379299126,28,Premium,Fall,1296.0869627579475
2023-01-14,Product_11,11,74.69362904841401,40,Mid-Range,Fall,821.6299195325541
2023-01-14,Product_12,6,108.58449843774858,47,Mid-Range,Fall,651.5069906264914
2023-01-14,Product_13,7,404.66678627499766,48,Mid-Range,Fall,2832.6675039249835
2023-01-14,Product_14,8,345.1041829353553,19,Budget,Summer,2760.8334634828425
2023-01-14,Product_15,6,178.25539964982858,37,Budget,Fall,1069.5323978989713
2023-01-14,Product_16,13,226.08435321833616,46,Budget,Summer,2939.09659183837
2023-01-14,Product_17,7,415.0176040605073,27,Budget,Fall,2905.123228423551
2023-01-14,Product_18,12,235.89947613104067,35,Budget,Summer,2830.793713572488
2023-01-14,Product_19,12,390.0979453262424,48,Mid-Range,Fall,4681.175343914909
2023-01-14,Product_20,7,182.84256562260464,21,Premium,Summer,1279.8979593582326
2023-01-15,Product_1,7,376.16530936773967,44,Mid-Range,Spring,2633.1571655741777
2023-01-15,Product_2,11,259.87884939744544,35,Premium,Fall,2858.6673433718997
2023-01-15,Product_3,6,295.40942674718224,61,Premium,Fall,1772.4565604830934
2023-01-15,Product_4,10,319.42990055766643,48,Mid-Range,Summer,3194.299005576664
2023-01-15,Product_5,16,252.75861252486754,24,Premium,Spring,4044.1378003978807
2023-01-15,Product_6,12,259.7610288637376,36,Premium,Spring,3117.132346364851
2023-01-15,Product_7,11,169.5688793116808,56,Budget,Summer,1865.2576724284888
2023-01-15,Product_8,9,493.5939701497552,19,Budget,Winter,4442.345731347797
2023-01-15,Product_9,9,457.61677522195487,31,Premium,Fall,4118.550976997594
2023-01-15,Product_10,6,287.3222724284534,53,Premium,Fall,1723.9336345707204
2023-01-15,Product_11,14,65.58323565042029,60,Premium,Spring,918.1652991058841
2023-01-15,Product_12,11,125.79258688474478,63,Mid-Range,Fall,1383.7184557321925
2023-01-15,Product_13,3,434.2708451462496,45,Premium,Winter,1302.812535438749
2023-01-15,Product_14,13,468.8654328858937,55,Premium,Summer,6095.250627516618
2023-01-15,Product_15,8,122.58144705849949,20,Budget,Summer,980.6515764679959
2023-01-15,Product_16,8,380.53339536055825,46,Premium,Summer,3044.267162884466
2023-01-15,Product_17,12,330.3604893092134,44,Premium,Fall,3964.325871710561
2023-01-15,Product_18,7,186.52323647800515,20,Budget,Spring,1305.662655346036
2023-01-15,Product_19,6,246.24113163202676,47,Premium,Winter,1477.4467897921606
2023-01-15,Product_20,10,354.7712423189853,35,Premium,Spring,3547.712423189853
2023-01-16,Product_1,15,95.58316121125605,25,Mid-Range,Summer,1433.7474181688408
2023-01-16,Product_2,11,135.06919336669898,27,Premium,Winter,1485.7611270336888
2023-01-16,Product_3,6,64.99173752109128,39,Budget,Fall,389.95042512654766
2023-01-16,Product_4,10,455.9907764359895,41,Premium,Winter,4559.907764359895
2023-01-16,Product_5,7,308.2532852909396,20,Premium,Fall,2157.772997036577
2023-01-16,Product_6,11,285.5423461139253,31,Premium,Summer,3140.9658072531784
2023-01-16,Product_7,13,367.8082882774279,64,Premium,Summer,4781.507747606563
2023-01-16,Product_8,10,494.7576006584603,41,Budget,Summer,4947.576006584603
2023-01-16,Product_9,9,127.50677979673719,44,Budget,Spring,1147.5610181706347
2023-01-16,Product_10,6,109.89770788880354,51,Premium,Winter,659.3862473328212
2023-01-16,Product_11,9,182.65588920948414,48,Premium,Winter,1643.9030028853572
2023-01-16,Product_12,11,456.77487189651777,44,Budget,Winter,5024.523590861695
2023-01-16,Product_13,12,235.15727514838758,62,Mid-Range,Fall,2821.887301780651
2023-01-16,Product_14,7,407.0735411617443,46,Premium,Spring,2849.51478813221
2023-01-16,Product_15,13,141.31767194038576,46,Premium,Spring,1837.1297352250149
2023-01-16,Product_16,11,272.12244906205535,64,Budget,Spring,2993.346939682609
2023-01-16,Product_17,5,107.3617426159071,63,Premium,Spring,536.8087130795356
2023-01-16,Product_18,14,235.80428001382808,29,Premium,Spring,3301.259920193593
2023-01-16,Product_19,12,168.02688508778485,31,Premium,Fall,2016.322621053418
2023-01-16,Product_20,8,297.24421813079175,44,Premium,Winter,2377.953745046334
2023-01-17,Product_1,7,401.18279588383683,64,Budget,Spring,2808.279571186858
2023-01-17,Product_2,7,472.26666710661266,19,Premium,Summer,3305.8666697462886
2023-01-17,Product_3,9,177.72925156920007,54,Mid-Range,Summer,1599.5632641228008
2023-01-17,Product_4,13,384.4092630692034,62,Budget,Summer,4997.320419899645
2023-01-17,Product_5,7,448.5165517769146,35,Budget,Winter,3139.615862438402
2023-01-17,Product_6,11,106.18334467264847,30,Mid-Range,Summer,1168.0167913991331
2023-01-17,Product_7,11,313.66950264734703,26,Mid-Range,Fall,3450.364529120817
2023-01-17,Product_8,10,325.33083886931155,46,Premium,Fall,3253.3083886931154
2023-01-17,Product_9,13,172.57329603618717,27,Mid-Range,Winter,2243.4528484704333
2023-01-17,Product_10,14,60.13155182413641,37,Premium,Fall,841.8417255379097
2023-01-17,Product_11,9,165.51632591766912,54,Premium,Fall,1489.646933259022
2023-01-17,Product_12,8,313.13057325856636,46,Premium,Fall,2505.044586068531
2023-01-17,Product_13,11,138.39922058606055,23,Budget,Summer,1522.3914264466662
2023-01-17,Product_14,6,179.30533082366006,58,Premium,Spring,1075.8319849419604
2023-01-17,Product_15,5,368.5651070410765,43,Premium,Summer,1842.8255352053825
2023-01-17,Product_16,8,229.2420162068405,39,Budget,Summer,1833.936129654724
2023-01-17,Product_17,11,79.44142411277232,60,Premium,Fall,873.8556652404956
